Pilpres 2024,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
10026,rt,RT @papa_loren: Jokowi Ketua Timses Ganjar dan Istana Jadi Posko Pemenangan? ,2023-04-28 07:21:13,Twitter,Positive,@ARSYADDM1 (ARSYAD DM),85,256,0
10027,mention,"Ketua Umum Partai Gerindra, Prabowo Subianto, percaya diri maju sebagai calon presiden Pilpres 2024 mendatang. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:21:10,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10028,mention,"""Kalau Prabowo harus Cawapres jelas sulit. Ini pertarungan king maker,"" ujar Arifki. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:21:10,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10029,mention,Prabowo yang menolak jadi Cawapres Ganjar merupakan suara lantang dan tegas dari sosok capres yang tidak ingin diremehkan. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:21:10,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10030,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-28 07:21:02,Twitter,Positive,@PatihZulham (Zulham Patih),1,1812,0
10031,reply,@bachrum_achmadi Bagaimanapun gue tetep milih capres yg pro radikal. https://t.co/eurTR4Ng1w,2023-04-28 07:21:00,Twitter,Neutral,@WongNdesoKuper (paijoe),1529,0,0
10032,mention,Pesan Try Sutrisno pada Prabowo yang Maju Capres 2024. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:20:02,Twitter,Neutral,@ratuslsbla (Ratu Salsabila),55,0,0
10033,mention,https://t.co/VFETNeXodh,2023-04-28 07:20:01,Twitter,Neutral,@PariamanRi36295 (Rio Pariaman),18,0,0
10034,reply,Pilpres 2024 menjadi begitu seksi bagi mereka untuk mengusung presiden bonekanya. Dan issu papua ini akan didorong untuk memberikan sanksi kepada Ã°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â© bisa berupa embargo bisa juga sanksi ekonomi atau pengenaan pajak yg tinggi untuk produk2 yg,2023-04-28 07:20:01,Twitter,Positive,@purnomowardoyo (purnomo),1567,0,0
10035,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-28 07:20:01,Twitter,Positive,@PatihZulham (Zulham Patih),1,1337,0
10036,mention,Meski Absen Di Rakerwil,2023-04-28 07:20:00,Twitter,Neutral,@_rakyatmerdeka (Rakyat Merdeka),97,0,0
10037,mention,Relawan Ganjar Pranowo dukung Pak Men @erickthohir jadi Cawapres Pak @ganjarpranowo di Pilpres 2024...,2023-04-28 07:20:00,Twitter,Positive,@MusaRudy_Stpl (Musa Rudy S),10981,19,0
10038,reply,Pertemuan tiga ketua umum partai politik dalam Koalisi Indonesia Bersatu atau KIB belum menemukan titik temu. Mereka membahas bakal calon presiden-wakil presiden yang akan diusung di Pemilihan Presiden 2024. #Polhuk #AdadiKompas ,2023-04-28 07:20:00,Twitter,Positive,@hariankompas (Harian Kompas),1042898,0,0
10039,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-28 07:19:01,Twitter,Positive,@2worx (2Ã¡Â´Â¡Ã¡Â´ÂÃŠÂ€x Ã°ÂŸÂÂ´),1652,1809,0
10040,mention,"Karena itu, wajar jika tawaran cawapres Ganjar kepada Prabowo dianggap seperti sebuah penghinaan. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:18:13,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10041,rt,RT @DaengWahidin2: Petani2 Sawit Menjerit..  Pemerintah gagal stabilkan harga sawit..!! Daripada Jadi Ketua Timsel Copras capres lebih baikÃ¢Â€Â¦,2023-04-28 07:18:12,Twitter,Positive,@Aenuddin5 (#Aenuddindoank#),716,3,0
10042,rt,"RT @abu_waras: Viral! Pilpres Belum Mulai, Beredar Bocoran Nama Nama Tokoh Yang Akan dilibatkan di Kabinetnya Pemerintahan Anies?. Surya PaÃ¢Â€Â¦",2023-04-28 07:18:12,Twitter,Positive,@kufar14 (kufar),95,8,0
10043,mention,"Ketua Umum Partai Gerindra, Prabowo Subianto, percaya diri maju sebagai calon presiden Pilpres 2024. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:18:09,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10044,mention,Partai lain tidak serta-merta bisa mengatur Prabowo sebagai Cawapres pendamping. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:18:07,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10045,rt,RT @idtodayco: BERANI JUJUR ITU HEBAT!,2023-04-28 07:18:06,Twitter,Positive,@initudik (Initudik),5,19,0
10046,rt,RT @soeyoto1: Ada apa ya? ,2023-04-28 07:18:06,Twitter,Neutral,@budi_kuntarto (Budi Kuntarto),53,41,0
10047,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-28 07:18:02,Twitter,Positive,@EdiSaba93968229 (Edi Sabara),51,1807,0
10048,mention,"Jelas, tolak dong kalau Prabowo dijadiin cawapres mah. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:17:26,Twitter,Neutral,@anggilstri11 (Anggi Lestari),56,0,0
10049,rt,"RT @trap_miki: @geloraco Paling jg dalangnya si penyebar hoax big data, pemimpinnya geng perompak konstitusi dgn teror tunda pemilu dan 3 pÃ¢Â€Â¦",2023-04-28 07:17:24,Twitter,Positive,@rendroko (Kounroan),1128,1,0
10050,mention,"80% dalam pemilu besok gue masih berprinsip untuk melakukan gerakan Non-Blok, belum berubah sejak 2009, tenaaaang!!",2023-04-28 07:17:23,Twitter,Positive,@jedanulis_ (Kai' Ã°ÂŸÂ•ÂŠ),680,0,0
10051,rt,RT @idtodayco: BERANI JUJUR ITU HEBAT!,2023-04-28 07:17:23,Twitter,Positive,@Tank9911039283 (Tank_99),0,16,0
10052,rt,RT @Subur0204: Percayakah anda bahwa KPU dan Bawaslu akan bekerja secara profesional dan berintegritas dlm penyelenggaraan pemilu 2024 danÃ¢Â€Â¦,2023-04-28 07:17:21,Twitter,Positive,@AndiMazbond (andi_mazbond),59,1333,0
10053,rt,"RT @Subur0204: Partainya berlambang Ka'bah, capres yang diusung hobi nonton video porno. PAYAH",2023-04-28 07:17:20,Twitter,Positive,@asbinwibowobnrn (Asbin Wibowo),0,19,0
10054,mention,Wiranto Blak-blakan Sebut Prabowo Subianto Penuhi Syarat Capres: Terbukti Setia ke NKRI dan Pancasila!. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:17:19,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10055,mention,Dia mendorong kepada Koalisi Kebangkitan Indonesia Raya (KKIR) untuk segera mendeklarasikan Prabowo menjadi Capres. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:17:18,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10056,mention,Prabowo Subianto yang menolak jadi Cawapres Ganjar merupakan suara lantang dan tegas dari sosok capres yang tidak ingin diremehkan. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:17:17,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10057,reply,@CNNIndonesia Buruh geruduk istana tapi pilpres pilih h Ganjar? ,2023-04-28 07:17:17,Twitter,Positive,@goo_miko (follback sa Papua Ã°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â©),300,0,0
10058,reply,@RompalMat50697 @ayuastria144876 @ghezi19 @4tt4polo @CakTugiman @budimandjatmiko @riekediahp @Dennysiregar7 @GunRomli @arvindonoviar @JulBayur3 Gua juga mengingatkan kalo kalah pilpres itu memang sangat menyakitkan drun.....Ã°ÂŸÂ¤Â£,2023-04-28 07:17:13,Twitter,Neutral,@Bunga___Namaku (Namaku Bunga),926,0,0
10059,rt,RT @kirarachelsea: PAN dorong Ganjar berpasangan dengan ETHO di Pilpres 2024.,2023-04-28 07:17:11,Twitter,Positive,@den_Mijo (Dhimas MijoÃ®Â¨Â€),7303,4,0
10060,rt,RT @HelmiFelis_: Anies Baswedan Capres Rakyat,2023-04-28 07:17:10,Twitter,Neutral,@ahmagun13 (GunsOnlyOne),559,421,0
10061,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-28 07:17:09,Twitter,Positive,@AndiMazbond (andi_mazbond),59,3923,0
10062,rt,"RT @alisyarief: Jokowi Minta Presiden Jangan Dilibatkan Dalam Pilpres, Karena Urusan Partai https://t.co/foeaLXxL1S",2023-04-28 07:17:08,Twitter,Positive,@ArtonArton6 (TUN KEME KE-....),623,22,0
10063,mention,"Menurut pengamat, Gerindra juga akan merasa terhina bila Prabowo hanya dianggap layak sebagai cawapres. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:17:08,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10064,rt,"RT @tvOneNews: Kemarin PSI Bangga Deklarasikan Ganjar Capres 2024, Kini Tak Diakui PDIP https://t.co/Fb6M9J4Vug",2023-04-28 07:17:07,Twitter,Positive,@Ruwahel (ReformasiOrba Bersatu),355,119,0
10065,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-28 07:17:05,Twitter,Positive,@gunawanivan82 (Ivan),8,1806,0
10066,mention,"""Jawaban Prabowo itu sekaligus tamparan bagi pihak-pihak yang ingin mendegradasikan dirinya menjadi cawapres,"" kata Jamiluddin. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:17:05,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10067,rt,RT @idtodayco: BERANI JUJUR ITU HEBAT!,2023-04-28 07:17:05,Twitter,Positive,@jakfar66 (binabdurakhim),154,15,0
10068,rt,RT @bachrum_achmadi: Said Iqbal Partai Buruh Dukung Ganjar Capres PDIP.,2023-04-28 07:17:04,Twitter,Positive,@ahmagun13 (GunsOnlyOne),559,119,0
10069,mention,PPP akan temui PDI Perjuangan usai usung Ganjar Pranowo sebagai bakal capres Ã¢Â€Â“ ANTARA News Jawa Timur https://t.co/7WUKQdjyVg,2023-04-28 07:17:03,Twitter,Neutral,@sabhatansabiz (sabhatansabiz),1472,0,0
10070,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-28 07:17:02,Twitter,Positive,@ChuYayan10 (ChuYayan10),134,3922,0
10071,rt,"RT @DPP_PPP: Gerakan Pemuda Ka'bah (GPK), organisasi sayap PPP menegaskan satu suara mendukung Ganjar Pranowo pada Pilpres 2024 mendatang.Ã¢Â€Â¦",2023-04-28 07:17:02,Twitter,Positive,@AgusSet20335869 (Agus Setyono),730,9,0
10072,mention,"Tegaskan Ogah Jadi Cawapres Ganjar Pranowo, Pengamat Sebut Prabowo Subianto Tunjukkan Ketegasan. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:17:01,Twitter,Positive,@ratuslsbla (Ratu Salsabila),55,0,0
10073,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-28 07:17:01,Twitter,Positive,@WahyuAlFarizzi (Alfarizzi_Wahyu),8,3922,0
10074,rt,RT @geloraco: Fadel Muhammad: Saya Mendengar Informasi Intelijen Ada yang Ingin Gagalkan Pemilu 2024,2023-04-28 07:16:59,Twitter,Positive,@rendroko (Kounroan),1128,98,0
10075,reply,"@DPP_PPP Selamat buat DPP-PPP telah mengusung Bpk. Ganjar Pranowo sebagai Capres, selain NASDEM yg telah mengusung Bpk. Anies Baswedan, smg ada Parpol mengusung Capres lainnya sehingga rakyat dpt memilih calon2 Presiden-RI, siapapun Presiden nya milik kit",2023-04-28 07:16:40,Twitter,Positive,@mmunari77 (iranumuhammad),198,0,0
10076,rt,RT @idtodayco: BERANI JUJUR ITU HEBAT!,2023-04-28 07:16:38,Twitter,Positive,@doni_andalas (Donni Ã°ÂŸÂ¤Â£),419,14,0
10077,rt,RT @geloraco: Fadel Muhammad: Saya Mendengar Informasi Intelijen Ada yang Ingin Gagalkan Pemilu 2024,2023-04-28 07:16:34,Twitter,Positive,@abu_haniffah (abu hanifah),328,97,0
10078,rt,"RT @keuangannews_id: Megawati Mengajukan Ganjar Pranowo Capres, Beathor Mendapat Info A1 Prabowo Subianto MarahÃ‚Â Besar! https://t.co/rbauPi9Ã¢Â€Â¦",2023-04-28 07:16:30,Twitter,Positive,@Aenuddin5 (#Aenuddindoank#),716,234,0
10079,mention,"Sudah jelas, Pak Prabowo itu ada di level capres bukan cawapres. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:16:29,Twitter,Positive,@anggilstri11 (Anggi Lestari),56,0,0
10080,rt,RT Yang sering muncul jelang pemilu dan kemudian masuk lagi ke laci. Ketika sudah jadi presiden @jokowi https://t.co/MJEWcCGwhV,2023-04-28 07:16:28,Twitter,Positive,@rachardiana_ayu (JANGAN JUAL SUARA BURUH),34,0,0
10081,rt,RT @tvOneNews: Denny Indrayana Ungkap Sandiaga Uno Akan Jadi Cawapres Ganjar Untuk Memecah Suara Islam Kubu Anies https://t.co/CYSkRDqw7I,2023-04-28 07:16:27,Twitter,Neutral,@MUHSALEH_L (Zharfan Penajam borneo),1,519,0
10082,rt,"RT @RagilSemar: Nasehat KH. Hasan Abdullah Sahal (Pimp. Pondok Pesantren Gontor), ketika ditanya, bgm seharusnya sikap kita pd pemilu 2024Ã¢Â€Â¦",2023-04-28 07:16:27,Twitter,Positive,@MasBro94596778 (Mas Bro),644,613,0
10083,mention,"Bener nih, masa Pak Prabowo cawapres sih. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:16:25,Twitter,Positive,@anggilstri11 (Anggi Lestari),56,0,0
10084,rt,"RT @OposisiCerdas: Jokowi Dulu Bilang Pilpres Urusan Partai, Said Didu: Jangan Pernah Percaya Sama Pembohong https://t.co/VNbAjediZv",2023-04-28 07:16:24,Twitter,Neutral,@Ill_Tsar (Krisna Pambudi),568,187,0
10085,rt,"RT @txtdarinonktpYK: Ndang ditutup lur, wis cedak pilpres soale. Terakhir ono wong mlebu saluran air malah dadi presiden elek-elekan.",2023-04-28 07:16:23,Twitter,Positive,@rejak23 (Ã°ÂÂ“ÂÃ°ÂÂ“Â¶Ã°ÂÂ“Â¼Ã°ÂÂ“Â¬Ã°ÂÂ“Â±Ã°ÂÂ“Â®Ã°ÂÂ“Âµ.),65,773,0
10086,rt,"RT @OposisiCerdas: Ungkit Omongan Jokowi Soal Pilpres Urusan Parpol, Kader PD: Gak Ada Omongannya yang Bisa Dipercaya? https://t.co/32DiSo0Ã¢Â€Â¦",2023-04-28 07:16:22,Twitter,Positive,@TPalimo (tasman palimo),166,122,0
10087,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-28 07:16:20,Twitter,Positive,@sarq0zy (Naira Nathifa),4,1805,0
10088,mention,"Prabowo mendapatkan pesan khusus dari Wakil Presiden ke-6 RI, Try Sutrisno terkait keinginannya maju menjadi capres 2024. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:16:20,Twitter,Positive,@anggilstri11 (Anggi Lestari),56,0,0
10089,mention,Pesan Try Sutrisno pada Prabowo Subianto yang Maju Capres 2024. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:16:19,Twitter,Neutral,@anggilstri11 (Anggi Lestari),56,0,0
10090,rt,"RT @ekowboy2: Anies harapan perubahan Indonesia, capres idola 2024..",2023-04-28 07:16:17,Twitter,Positive,@WIPA60891075 (WIPA),99,1805,0
10091,rt,"RT @alisyarief: Jokowi Minta Presiden Jangan Dilibatkan Dalam Pilpres, Karena Urusan Partai https://t.co/foeaLXxL1S",2023-04-28 07:16:16,Twitter,Positive,@kurusetra91 (pandawalima),456,21,0
10092,rt,RT @Relawananies: Mengungkap Ã¢Â€Â˜The Future is AsiaÃ¢Â€Â™ dari Koalisi Perubahan Sebagai Strategi Menangkan Anies Baswedan di Pemilu 2024,2023-04-28 07:16:15,Twitter,Neutral,@achmadz58084368 (achmad zainuddin),2,141,0
10093,rt,"RT @HukumDan: Kalau beneran Jokowi ikut cawe cawe politik praktis, turut serta jadi bintang iklan capres 2024.",2023-04-28 07:16:13,Twitter,Positive,@Rosmanovzky (Rosmanovzky),66,27,0
10094,mention,"Dalam momen ini, para purnawirawan jenderal mengisyaratkan dukungannya kepada Prabowo yang hendak maju menjadi capres 2024. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:16:08,Twitter,Positive,@anggilstri11 (Anggi Lestari),56,0,0
10095,reply,"@geloraco Mohon maaf, tahun 2024, mungkin saya akan golput.",2023-04-28 07:16:04,Twitter,Positive,@MasBrew10119853 (MasBrewok),6,0,0
10096,rt,RT @idtodayco: Polling Yuk! Biar tidak ada rekayasa di antara kita (Rakyat Indonesia).,2023-04-28 07:16:02,Twitter,Positive,@Ziqriarfagmail1 (zal@003),1344,3920,0
10097,mention,Gerindra tidak pernah mengusulkan Prabowo Subianto sebagai wakil presiden pada gelar Pemilu 2024 mendatang. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:15:19,Twitter,Positive,@anggilstri11 (Anggi Lestari),56,0,0
10098,mention,Seluruh kader Gerindra dipastikan tegak lurus pada keputusan partai untuk tetap mendukung Prabowo sebagai capres 2024. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo,2023-04-28 07:15:18,Twitter,Positive,@anggilstri11 (Anggi Lestari),56,0,0
10099,rt,RT @blank0429: Wahyu Setiawan mengajukan diri sbg Justice Colaborator soal dugaan kecurangan pada Pemilihan Legislatif &amp; Pemilihan PresidenÃ¢Â€Â¦,2023-04-28 07:15:16,Twitter,Neutral,@samsoni91892836 (samsonite),39,466,0
10100,rt,RT @HelmiFelis_: Anies Baswedan Capres Rakyat,2023-04-28 07:15:15,Twitter,Neutral,@kataygbenar (katakanygbenar),175,419,0
10101,rt,"RT @tvOneNews: Kemarin PSI Bangga Deklarasikan Ganjar Capres 2024, Kini Tak Diakui PDIP https://t.co/Fb6M9J4Vug",2023-04-28 07:15:15,Twitter,Positive,@Ill_Tsar (Krisna Pambudi),568,118,0
10102,rt,"RT @tvOneNews: Kemarin PSI Bangga Deklarasikan Ganjar Capres 2024, Kini Tak Diakui PDIP https://t.co/Fb6M9J4Vug",2023-04-28 07:15:13,Twitter,Positive,@Aenuddin5 (#Aenuddindoank#),716,118,0
10103,reply,"@geloraco Usaha menggagalkan pemilu udah brp kali kok, mencurangi itu salah satu usaha menggagalkan. Anak2 SD aja udah pada tau. Intel baru tau ?",2023-04-28 07:15:11,Twitter,Positive,@watch_asra (AsraWatch),188,0,0
10104,reply,"Ada ada saja ...... jalan gagalnya Pilpres, nyimpan masalah utk nanti, paham ya ?",2023-04-28 07:15:10,Twitter,Positive,@Wongkuno2B (Ã°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â©),1905,0,0
10105,rt,RT @saifulmujani: Korupsi Formula E dan Pilpres,2023-04-28 07:15:08,Twitter,Neutral,@Ahmad_hendars (HDÃ°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨Ã°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨Ã°ÂŸÂ‡Â²Ã°ÂŸÂ‡Â¨),4607,110,0
10106,rt,RT @idtodayco: BERANI JUJUR ITU HEBAT!,2023-04-28 07:15:08,Twitter,Positive,@Furqon24881913 (Furqon),24,13,0
10107,reply,"@BosPurwa Pemain pilpres tahun 2014 dan 2019, trs emangnya brp suara yg diperoleh para pemain itu om? Bukannya kebalik, pendukung anis hanya rame di medsos saja, lupa pemain politik di pendukung Ganjar juga bukan anak kmrn soreÃ°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£",2023-04-28 07:15:07,Twitter,Positive,@panjianom102 (Ir.panji SD.SMP.SMA.ST.MT),9916,0,0
10108,mention,"Muzani menyebut, Muhaimin Iskandar, sebagai sosok paling potensial menjadi cawapres mendampingi Prabowo di pilpres 2024. capres2024 dekade08 mendingprabowo terusmajubersamaprab owo",2023-04-28 07:15:04,Twitter,Positive,@anggilstri11 (Anggi Lestari),56,0,0
